bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
1722,Latin Via Ovid: A First Course,Norma Goldman,4.36,814317324,9780810000000.0,English (US),524,78.0,8,01-09-1982,Wayne State University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Latin Via Ovid: A First Course,latin via ovid: a first course,normagoldman
1725,The Art of Love and Other Poems,Ovid,4.02,674992555,9780670000000.0,English,400,98.0,5,01-01-1929,Harvard University Press,"Love, Poetry, Romance","Relationships and emotions sit at the centre of the plot, with bonds forming, breaking, and changing the direction of each character’s journey. Images and feelings are expressed through concentrated, lyrical language, using rhythm and repetition to highlight meaning. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Poetry collection,Low,All Ages,Romantic,The Art of Love and Other Poems,the art of love and other poems,ovid
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid,4.12,520242602,9780520000000.0,English,451,432.0,14,18-01-2005,University of California Press,Poetry,"Images and feelings are expressed through concentrated, lyrical language, using rhythm and repetition to highlight meaning. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Poetry collection,Medium,All Ages,Happy,The Poems of Exile: Tristia and the Black Sea Letters,the poems of exile: tristia and the black sea letters,ovid
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid,4.52,674990471,9780670000000.0,English,499,61.0,4,01-01-1985,Harvard University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Metamorphoses: Volume 2  Books IX-XV,metamorphoses: volume 2  books ix-xv,ovid
1730,Metamorphoses: Volume I  Books I-VIII,Ovid,4.42,674990463,9780670000000.0,English,496,813.0,14,01-01-1977,Harvard University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Metamorphoses: Volume I  Books I-VIII,metamorphoses: volume i  books i-viii,ovid
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman,4.08,814326110,9780810000000.0,English,152,12.0,Currently not available,01-07-1995,Wayne State University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Practice! Practice!: A Latin Via Ovid Workbook,practice! practice!: a latin via ovid workbook,normagoldman
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,806115602,9780810000000.0,English,222,7.0,1,15-11-1979,University of Oklahoma Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Tibullus: A Commentary,tibullus: a commentary,michaelcjputnam
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,69101597,9780690000000.0,English,440,12.0,Currently not available,16-11-1997,Princeton University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Dionysiac Poetics and Euripides' Bacchae,dionysiac poetics and euripides' bacchae,charlessegal
1752,Antigone,Sophocles,3.64,195143108,9780200000000.0,English,197,36.0,5,01-09-2007,Oxford University Press,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Antigone,antigone,sophocles
1761,Antigone,Sophocles,3.64,195143736,9780200000000.0,English,208,264.0,14,05-06-2003,Oxford University Press  USA,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Antigone,antigone,sophocles
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh,4.07,130158852,9780130000000.0,English,640,14.0,Currently not available,13-08-1999,Prentice Hall,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Object-Oriented Programming in C++,object-oriented programming in c++,richardjohnsonbaugh
